TextNr.,PosWords,NegWords,hasShift,NrPron,hasExcl,logNr,Label
57,0,2,1,0,0,3.044522437723423,negative
58,1,1,0,0,0,2.4849066497880004,negative
59,2,0,0,0,0,2.0794415416798357,positive
60,2,2,1,0,0,2.833213344056216,positive
61,2,0,0,0,0,2.8903717578961645,positive
62,5,2,1,0,0,3.4011973816621555,positive
63,1,1,1,0,0,2.5649493574615367,negative
64,1,0,1,0,0,2.5649493574615367,negative
65,5,2,0,0,0,3.7612001156935624,positive
66,2,1,1,0,0,3.258096538021482,negative
67,4,1,0,0,0,3.091042453358316,negative
68,0,1,0,0,1,2.9444389791664403,negative
69,3,3,0,0,0,3.8066624897703196,negative
70,2,0,1,0,0,3.6888794541139363,negative
71,5,0,0,0,0,2.70805020110221,positive
72,2,1,0,0,0,3.4339872044851463,negative
73,0,1,0,0,0,1.6094379124341003,negative
74,3,0,1,0,0,2.4849066497880004,negative
75,2,0,0,0,0,2.1972245773362196,positive
76,2,3,1,0,0,2.6390573296152584,negative
77,8,1,0,0,0,4.174387269895637,positive
78,6,0,1,0,0,3.258096538021482,positive
79,3,3,1,0,0,3.4339872044851463,negative
80,0,1,0,0,1,1.0986122886681098,negative
81,1,6,1,0,1,4.356708826689592,negative
82,2,2,1,0,0,3.258096538021482,positive
83,1,2,1,0,0,2.5649493574615367,negative
84,1,0,0,0,0,2.4849066497880004,negative
85,3,0,0,0,0,2.5649493574615367,positive
86,1,1,0,0,0,3.332204510175204,negative
87,1,1,1,0,0,3.332204510175204,positive
88,2,1,0,0,0,2.8903717578961645,negative
89,1,0,0,0,0,2.1972245773362196,positive
90,0,0,1,0,1,2.1972245773362196,negative
91,3,1,1,0,0,3.6375861597263857,negative
92,2,3,1,0,1,3.6888794541139363,negative
93,0,1,0,0,0,0.6931471805599453,negative
94,2,1,1,0,0,2.995732273553991,negative
95,1,3,0,0,0,2.833213344056216,positive
96,2,2,0,1,0,3.367295829986474,positive
97,3,0,0,0,0,2.302585092994046,positive
98,2,0,0,0,0,1.9459101490553132,positive
99,0,0,0,0,0,1.3862943611198906,negative
100,2,6,1,1,0,3.58351893845611,negative
101,4,1,0,0,0,2.5649493574615367,positive
102,0,2,1,0,0,3.1354942159291497,negative
103,1,1,0,0,0,2.8903717578961645,positive
104,1,3,0,0,0,3.5263605246161616,negative
105,3,1,1,0,0,3.2188758248682006,positive
106,3,0,0,0,0,2.833213344056216,positive
107,3,3,0,0,1,3.091042453358316,negative
108,4,1,0,0,0,2.70805020110221,positive
109,1,1,1,0,0,3.044522437723423,negative
110,2,2,0,0,0,3.2188758248682006,positive
111,1,1,0,0,0,1.791759469228055,negative
112,1,2,1,0,0,1.9459101490553132,positive
113,2,0,0,0,0,2.995732273553991,negative
114,0,0,0,0,1,1.6094379124341003,positive
115,1,0,0,0,0,3.1780538303479458,negative
116,4,0,1,0,1,3.7376696182833684,negative
117,5,3,1,0,0,4.007333185232471,negative
118,3,1,0,0,0,2.4849066497880004,positive
119,4,0,1,0,0,3.1780538303479458,positive
120,0,0,0,0,0,1.791759469228055,positive
121,0,0,0,0,0,3.091042453358316,positive
122,1,2,0,0,0,3.2188758248682006,positive
123,2,3,1,0,0,4.110873864173311,positive
124,0,0,1,0,0,1.791759469228055,negative
125,2,1,1,0,0,3.295836866004329,negative
126,8,3,0,0,0,3.8918202981106265,positive
127,1,0,0,0,0,3.295836866004329,positive
128,0,0,0,0,0,1.3862943611198906,negative
129,3,0,0,0,0,2.70805020110221,negative
130,1,0,0,0,1,3.367295829986474,negative
131,4,0,0,0,0,3.332204510175204,negative
132,1,2,0,0,0,2.6390573296152584,negative
133,2,3,1,0,0,3.713572066704308,positive
134,1,1,0,0,0,2.9444389791664403,positive
135,0,3,0,0,0,3.1780538303479458,negative
136,0,1,0,0,0,2.3978952727983707,negative
137,2,0,0,0,0,2.1972245773362196,positive
138,9,2,0,0,0,3.7612001156935624,positive
139,0,3,1,0,0,3.091042453358316,negative
140,2,2,0,0,0,3.5263605246161616,positive
141,2,1,1,0,0,2.1972245773362196,negative
142,3,2,1,0,0,2.772588722239781,positive
143,3,4,1,0,0,3.258096538021482,negative
144,3,3,1,0,0,3.5263605246161616,positive
145,2,0,1,0,0,2.3978952727983707,negative
146,3,1,0,0,0,3.367295829986474,positive
147,4,4,0,0,0,3.367295829986474,positive
148,5,1,0,0,0,3.8501476017100584,positive
149,1,0,0,0,0,2.8903717578961645,negative
150,2,0,0,0,0,2.70805020110221,positive
151,2,0,0,0,0,2.9444389791664403,positive
152,1,0,0,0,1,2.772588722239781,negative
153,3,4,1,0,0,4.02535169073515,positive
154,0,1,0,0,0,2.833213344056216,positive
155,1,1,0,0,0,3.1354942159291497,negative
156,3,2,0,0,0,4.07753744390572,negative
157,3,2,0,0,0,3.367295829986474,negative
158,0,1,1,0,0,3.5263605246161616,negative
159,0,0,0,0,0,2.302585092994046,negative
160,5,0,0,0,0,3.1354942159291497,negative
161,2,1,1,0,1,2.8903717578961645,negative
162,2,1,1,0,0,2.302585092994046,negative
163,3,0,0,0,0,2.9444389791664403,negative
164,1,2,0,0,0,3.044522437723423,negative
165,2,0,1,0,0,2.6390573296152584,negative
166,4,3,1,0,0,3.828641396489095,negative
167,2,2,1,0,1,3.6635616461296463,negative
168,1,3,0,0,0,2.9444389791664403,negative
169,3,1,0,0,0,2.772588722239781,negative
170,1,0,0,0,0,2.5649493574615367,positive
171,1,1,0,0,0,2.302585092994046,positive
172,1,2,1,0,0,2.4849066497880004,negative
173,1,3,1,0,0,3.091042453358316,positive
174,2,1,0,0,0,2.1972245773362196,positive
175,3,1,0,0,0,3.1780538303479458,positive
176,3,2,1,0,0,2.70805020110221,positive
177,6,2,1,0,0,3.6888794541139363,negative
178,2,3,1,0,0,3.295836866004329,positive
179,1,1,1,0,0,3.091042453358316,negative
180,3,1,0,1,0,3.4011973816621555,positive
181,4,2,1,0,0,3.295836866004329,positive
182,2,1,0,0,0,3.6375861597263857,negative
183,4,1,1,0,0,3.258096538021482,positive
184,1,1,1,0,0,3.367295829986474,negative
185,0,1,0,0,1,2.302585092994046,negative
186,3,1,1,0,0,3.828641396489095,negative
187,3,0,0,0,0,2.6390573296152584,positive
188,1,0,0,0,0,3.1780538303479458,negative
189,0,0,1,0,0,2.8903717578961645,negative
190,4,1,1,0,0,3.5553480614894135,positive
191,1,1,1,0,0,2.5649493574615367,negative
192,5,3,0,0,0,3.970291913552122,positive
193,3,3,1,0,0,3.6888794541139363,negative
194,3,2,1,0,0,3.5553480614894135,positive
195,2,1,1,0,0,3.784189633918261,negative
196,4,0,0,0,0,3.8501476017100584,negative
197,2,1,1,0,0,2.3978952727983707,negative
198,2,0,0,0,0,2.6390573296152584,positive
199,5,2,0,0,1,3.912023005428146,negative
200,2,0,0,0,0,2.302585092994046,negative
201,1,3,0,0,0,2.1972245773362196,negative
202,2,2,0,0,0,3.4011973816621555,negative
203,0,0,0,0,0,1.6094379124341003,negative
204,3,0,0,0,0,3.044522437723423,positive
205,0,1,0,0,0,2.70805020110221,negative
206,2,0,1,0,0,2.772588722239781,negative
207,1,0,0,0,0,2.5649493574615367,positive
208,1,0,1,0,0,2.0794415416798357,negative
209,6,1,1,0,0,3.9512437185814275,positive
210,0,4,0,0,0,3.1780538303479458,positive
211,2,3,0,0,0,2.9444389791664403,negative
212,0,1,1,0,0,2.1972245773362196,negative
213,0,4,1,0,0,2.70805020110221,negative
214,0,0,0,0,0,2.0794415416798357,positive
215,2,0,1,0,0,2.995732273553991,negative
216,3,0,1,0,0,3.1780538303479458,negative
217,2,1,0,0,0,2.6390573296152584,negative
218,2,0,0,0,0,2.6390573296152584,positive
219,1,2,1,0,0,3.2188758248682006,negative
220,1,0,0,0,0,2.302585092994046,negative
221,0,0,0,0,1,1.6094379124341003,positive
222,4,1,0,0,0,2.772588722239781,positive
223,7,1,1,0,0,3.367295829986474,positive
224,0,1,0,0,0,2.995732273553991,positive
225,1,1,0,0,0,3.1354942159291497,negative
226,2,1,0,0,0,2.8903717578961645,negative
227,1,0,0,0,0,2.6390573296152584,negative
228,1,3,1,0,0,3.1354942159291497,positive
229,3,1,0,0,0,2.3978952727983707,positive
230,2,2,0,0,0,3.091042453358316,positive
231,1,2,0,0,0,2.3978952727983707,negative
232,0,0,1,0,0,1.9459101490553132,negative
233,1,2,0,0,0,2.995732273553991,positive
234,0,1,0,0,0,2.0794415416798357,negative
235,0,1,0,0,0,1.791759469228055,negative
236,0,0,0,0,0,2.0794415416798357,positive
237,19,6,1,0,0,4.990432586778736,negative
238,1,4,0,0,0,3.091042453358316,positive
239,1,1,1,0,0,3.1780538303479458,negative
240,1,0,0,0,0,1.6094379124341003,positive
241,1,1,1,0,0,2.8903717578961645,positive
242,6,3,1,1,0,4.219507705176107,negative
243,1,0,1,0,0,3.4657359027997265,negative
244,2,0,0,0,0,2.9444389791664403,positive
245,1,0,0,0,0,2.5649493574615367,negative
246,2,2,0,0,0,2.1972245773362196,negative
247,0,0,0,0,0,0.6931471805599453,negative
248,2,0,0,0,1,2.1972245773362196,positive
249,0,1,1,0,0,3.091042453358316,negative
250,1,1,0,0,0,3.1780538303479458,positive
251,1,2,1,0,1,2.995732273553991,negative
252,2,1,0,0,0,2.3978952727983707,positive
253,1,2,1,0,1,3.58351893845611,positive
254,1,1,0,0,0,3.332204510175204,negative
255,1,0,1,0,0,3.044522437723423,negative
256,4,0,0,0,0,3.091042453358316,negative
257,2,5,1,0,0,3.8066624897703196,negative
258,3,3,0,0,0,3.713572066704308,negative
259,1,0,0,0,0,2.302585092994046,positive
260,1,2,0,0,0,2.70805020110221,negative
261,1,2,1,0,0,3.2188758248682006,negative
262,5,3,1,0,0,4.330733340286331,positive
263,1,0,0,0,0,2.772588722239781,positive
264,1,3,1,0,0,3.9318256327243257,negative
265,3,3,0,0,0,3.2188758248682006,negative
266,2,1,0,0,0,3.332204510175204,negative
267,5,1,1,0,0,3.258096538021482,negative
268,5,6,1,1,0,4.0943445622221,positive
269,0,4,0,0,0,3.6635616461296463,negative
270,3,4,1,0,1,3.6109179126442243,positive
271,4,0,0,0,1,3.044522437723423,negative
272,2,1,0,0,0,2.8903717578961645,positive
273,3,1,1,0,1,3.5553480614894135,positive
274,2,0,0,0,0,1.9459101490553132,negative
275,0,0,0,0,0,1.0986122886681098,positive
276,1,3,1,0,0,3.4657359027997265,negative
277,0,1,0,0,0,1.9459101490553132,positive
278,3,4,1,0,0,3.6635616461296463,negative
279,7,5,1,0,0,4.127134385045092,negative
280,1,0,1,0,0,2.4849066497880004,negative
281,4,2,1,0,0,3.4657359027997265,negative
282,1,0,0,0,1,1.9459101490553132,positive
283,3,3,1,0,0,3.367295829986474,positive
284,1,1,1,0,0,2.5649493574615367,negative
285,1,3,0,0,0,3.295836866004329,negative
286,4,0,1,0,0,3.7376696182833684,negative
287,5,3,1,0,0,3.912023005428146,negative
288,2,2,0,0,0,3.258096538021482,positive
289,1,2,0,0,0,2.4849066497880004,negative
290,0,1,0,0,0,1.791759469228055,negative
291,1,0,0,0,0,2.302585092994046,positive
292,0,1,0,0,0,2.833213344056216,negative
293,3,0,0,0,0,2.3978952727983707,negative
294,1,0,0,0,0,1.9459101490553132,negative
295,3,3,0,0,0,3.258096538021482,negative
296,4,1,1,0,0,3.8918202981106265,negative
297,3,1,0,0,0,3.1780538303479458,negative
298,8,7,0,0,0,4.23410650459726,positive
299,1,0,1,0,0,2.302585092994046,negative
300,4,1,0,0,0,3.2188758248682006,negative
301,2,1,1,0,0,2.8903717578961645,negative
302,2,0,0,0,0,2.1972245773362196,positive
303,1,0,0,0,0,2.6390573296152584,positive
304,2,1,1,0,0,2.1972245773362196,positive
305,0,0,0,0,0,2.8903717578961645,positive
306,4,0,0,0,0,2.6390573296152584,positive
307,7,3,1,1,0,3.784189633918261,positive
308,1,1,0,0,0,2.4849066497880004,negative
309,0,0,0,0,0,1.6094379124341003,positive
310,3,0,0,0,0,2.772588722239781,negative
311,0,3,0,0,0,2.1972245773362196,positive
312,0,2,0,0,0,2.772588722239781,negative
313,0,3,1,0,0,3.2188758248682006,positive
314,0,1,0,0,0,2.302585092994046,negative
315,4,1,0,0,0,2.9444389791664403,positive
316,1,2,0,0,0,3.091042453358316,negative
317,8,4,1,0,0,4.02535169073515,negative
318,0,1,1,0,0,3.044522437723423,negative
319,2,0,0,0,0,2.4849066497880004,positive
320,7,1,1,0,0,3.4965075614664802,positive
321,8,3,0,0,0,4.110873864173311,positive
322,1,1,0,0,0,2.3978952727983707,positive
323,0,0,0,0,0,1.6094379124341003,negative
324,1,0,0,0,0,1.791759469228055,positive
325,4,0,0,0,0,2.9444389791664403,positive
326,2,0,1,0,0,2.5649493574615367,positive
327,2,0,1,0,0,2.8903717578961645,positive
328,3,3,0,0,0,3.367295829986474,negative
329,1,1,1,0,0,1.9459101490553132,positive
330,2,0,1,0,0,3.4657359027997265,negative
331,6,2,0,0,1,3.6109179126442243,negative
332,2,1,0,0,0,2.772588722239781,positive
333,1,0,1,0,0,1.791759469228055,negative
334,1,3,1,0,0,3.6888794541139363,negative
335,0,0,0,0,0,2.772588722239781,negative
336,1,2,0,0,0,3.1354942159291497,negative
337,1,4,0,0,0,2.8903717578961645,positive
338,3,1,1,0,0,3.5553480614894135,positive
339,2,0,1,0,0,2.4849066497880004,negative
340,2,0,0,0,0,2.5649493574615367,positive
341,3,0,0,0,0,1.9459101490553132,positive
342,1,0,1,0,0,2.70805020110221,negative
343,0,0,0,0,0,2.1972245773362196,positive
344,2,1,1,0,1,2.8903717578961645,negative
345,1,3,0,0,0,2.6390573296152584,negative
346,1,1,0,0,0,2.4849066497880004,negative
347,0,1,0,0,0,2.0794415416798357,negative
348,2,0,1,0,0,2.3978952727983707,negative
349,0,0,0,0,0,1.9459101490553132,positive
350,0,3,0,0,0,2.995732273553991,negative
351,0,0,0,0,0,1.3862943611198906,positive
352,4,0,0,0,0,3.6375861597263857,positive
353,0,0,0,0,0,1.6094379124341003,negative
354,2,1,0,0,0,3.828641396489095,positive
355,2,0,0,0,1,2.6390573296152584,positive
356,2,0,0,0,0,1.9459101490553132,positive
357,4,2,1,0,0,3.091042453358316,negative
358,3,3,0,0,0,2.9444389791664403,negative
359,1,2,0,0,0,3.091042453358316,negative
360,1,0,1,0,0,3.2188758248682006,positive
361,1,0,0,0,0,2.4849066497880004,positive
362,0,1,0,0,0,2.833213344056216,negative
363,2,3,1,0,0,3.5263605246161616,negative
364,1,0,0,0,0,2.5649493574615367,negative
365,1,1,1,0,0,3.1354942159291497,negative
366,1,3,1,0,0,3.1780538303479458,negative
367,0,3,0,0,0,1.791759469228055,positive
368,2,3,1,0,0,3.7612001156935624,negative
369,0,2,1,0,0,3.295836866004329,positive
370,3,2,1,0,0,3.4339872044851463,negative
371,3,1,1,0,0,3.4965075614664802,negative
372,1,0,0,0,0,1.791759469228055,positive
373,4,2,0,0,0,3.5263605246161616,positive
374,3,0,0,0,0,2.995732273553991,positive
375,4,1,0,0,0,3.2188758248682006,positive
376,2,1,0,0,0,2.302585092994046,positive
377,1,0,0,0,0,2.8903717578961645,positive
378,2,2,0,0,0,2.8903717578961645,positive
379,2,2,0,0,0,2.9444389791664403,negative
380,1,0,0,0,0,1.9459101490553132,positive
381,1,2,1,0,0,2.3978952727983707,negative
382,2,4,0,0,0,3.713572066704308,positive
383,2,0,0,0,1,2.833213344056216,negative
384,3,0,0,0,0,3.2188758248682006,positive
385,1,0,0,0,0,2.833213344056216,positive
386,1,0,1,0,0,2.995732273553991,negative
387,1,0,0,0,0,1.3862943611198906,positive
388,2,0,1,0,0,2.302585092994046,positive
389,2,0,1,0,0,2.5649493574615367,positive
390,6,6,1,0,0,4.543294782270004,negative
391,5,3,0,0,0,3.58351893845611,negative
392,1,1,0,0,1,2.302585092994046,negative
393,1,0,0,0,0,2.0794415416798357,negative
394,0,2,1,0,0,2.9444389791664403,negative
395,1,1,1,0,0,3.2188758248682006,negative
396,0,3,0,0,0,2.5649493574615367,negative
397,1,0,0,1,0,2.4849066497880004,negative
398,0,1,1,1,0,3.2188758248682006,positive
399,0,4,0,0,0,3.4339872044851463,negative
400,1,1,1,0,0,2.70805020110221,negative
401,2,1,0,0,0,2.833213344056216,positive
402,0,1,0,0,0,2.833213344056216,negative
403,1,0,0,0,0,3.2188758248682006,negative
404,1,0,0,0,0,2.1972245773362196,negative
405,3,4,1,0,0,3.6635616461296463,negative
406,2,0,1,0,0,2.302585092994046,negative
407,3,0,1,0,0,3.2188758248682006,positive
408,2,3,0,0,0,3.58351893845611,negative
409,1,1,0,0,0,1.791759469228055,positive
410,1,2,1,0,0,2.5649493574615367,negative
411,2,2,0,0,1,2.8903717578961645,positive
412,0,0,0,0,0,1.3862943611198906,positive
413,6,2,1,0,0,3.6109179126442243,negative
414,0,2,0,0,0,2.5649493574615367,negative
415,1,0,0,0,0,2.8903717578961645,negative
416,0,2,0,0,0,2.6390573296152584,positive
417,3,1,0,0,0,2.9444389791664403,positive
418,0,1,0,0,0,2.995732273553991,negative
419,0,1,0,0,0,2.70805020110221,negative
420,6,1,1,0,0,3.58351893845611,positive
421,2,0,0,0,0,2.1972245773362196,positive
422,0,0,1,0,0,2.0794415416798357,negative
423,3,0,1,0,0,3.4011973816621555,positive
424,2,1,1,0,0,2.9444389791664403,positive
425,1,0,0,0,1,1.6094379124341003,negative
426,3,3,1,0,0,3.2188758248682006,negative
427,1,0,0,0,0,2.3978952727983707,positive
428,8,1,0,0,0,4.127134385045092,positive
429,0,2,0,0,0,2.0794415416798357,negative
430,1,1,0,0,0,2.6390573296152584,positive
431,3,1,1,0,0,3.58351893845611,negative
432,3,0,0,0,0,2.1972245773362196,positive
433,1,0,0,0,0,2.0794415416798357,positive
434,4,2,0,0,0,3.091042453358316,positive
435,0,1,1,0,1,2.0794415416798357,positive
436,4,0,0,0,0,3.4339872044851463,negative
437,1,0,1,0,0,2.5649493574615367,negative
438,4,2,0,0,0,3.6888794541139363,negative
439,2,1,0,0,0,2.833213344056216,negative
440,2,1,1,0,0,2.8903717578961645,positive
441,4,3,1,0,0,3.4657359027997265,negative
442,2,1,1,0,0,3.332204510175204,positive
443,2,0,0,0,0,1.791759469228055,positive
444,3,1,1,0,0,3.091042453358316,negative
445,0,1,0,0,0,2.6390573296152584,positive
446,2,0,1,0,0,2.833213344056216,positive
447,2,3,0,0,0,3.2188758248682006,negative
448,2,0,0,0,0,2.6390573296152584,positive
449,5,0,1,0,0,3.332204510175204,positive
450,1,1,1,0,0,2.9444389791664403,positive
451,2,1,1,0,0,3.044522437723423,negative
452,1,1,1,0,0,3.367295829986474,negative
453,4,5,1,0,0,3.58351893845611,negative
454,1,2,0,0,1,2.302585092994046,negative
455,0,1,0,0,0,2.4849066497880004,positive
456,1,0,1,0,0,2.302585092994046,negative
457,1,3,1,0,1,2.995732273553991,negative
458,2,0,0,0,0,2.3978952727983707,negative
459,1,1,0,0,0,2.5649493574615367,negative
460,3,1,0,0,0,3.4965075614664802,negative
461,2,1,0,0,0,2.9444389791664403,negative
462,0,0,0,0,0,2.6390573296152584,negative
463,1,3,0,0,0,2.995732273553991,negative
464,2,2,0,0,0,3.1354942159291497,negative
465,0,0,0,0,1,1.6094379124341003,negative
466,2,0,0,0,0,3.332204510175204,positive
467,2,1,0,0,1,2.8903717578961645,negative
468,0,1,0,0,1,1.9459101490553132,positive
469,6,4,0,0,0,3.5263605246161616,negative
470,0,1,1,0,0,3.2188758248682006,negative
471,4,1,1,0,0,3.4339872044851463,negative
472,0,0,0,0,1,1.9459101490553132,negative
473,0,1,1,0,1,3.4657359027997265,negative
474,4,1,0,0,0,3.295836866004329,positive
475,4,0,1,0,0,3.4965075614664802,negative
476,19,6,1,0,0,5.062595033026967,positive
477,1,1,0,1,0,2.3978952727983707,positive
478,0,0,0,0,0,3.258096538021482,negative
479,0,2,0,0,0,1.6094379124341003,negative
480,3,0,0,0,0,2.302585092994046,positive
481,3,0,1,0,0,3.4011973816621555,negative
482,1,0,0,0,0,1.9459101490553132,positive
483,3,0,0,0,0,2.833213344056216,positive
484,4,1,0,0,0,3.58351893845611,positive
485,1,1,0,0,0,1.791759469228055,positive
486,1,0,1,0,0,2.8903717578961645,positive
487,0,2,0,0,0,2.3978952727983707,positive
488,2,1,0,0,0,2.772588722239781,negative
489,3,0,0,0,0,2.9444389791664403,negative
490,6,4,1,0,0,4.204692619390966,negative
491,3,0,0,0,0,2.772588722239781,positive
492,3,1,0,0,0,3.044522437723423,negative
493,1,1,1,0,0,2.3978952727983707,positive
494,0,0,0,0,0,3.2188758248682006,positive
495,0,2,1,0,1,1.791759469228055,positive
496,0,0,1,0,0,2.995732273553991,negative
497,9,4,1,0,0,4.406719247264253,negative
498,1,1,0,0,0,2.70805020110221,negative
499,0,1,0,0,0,2.8903717578961645,negative
500,3,2,1,0,0,3.713572066704308,negative
501,3,1,1,0,0,2.9444389791664403,negative
502,3,0,1,0,0,2.6390573296152584,negative
503,0,1,1,0,1,2.0794415416798357,negative
504,0,1,0,0,0,1.0986122886681098,negative
505,0,0,0,0,0,2.5649493574615367,negative
506,1,0,0,1,0,2.1972245773362196,positive
507,4,0,1,0,0,2.772588722239781,negative
508,2,1,0,0,0,2.302585092994046,negative
509,1,2,0,0,0,2.3978952727983707,positive
510,1,0,1,0,0,2.6390573296152584,positive
511,0,1,1,0,0,2.3978952727983707,negative
512,2,0,0,0,0,2.1972245773362196,negative
513,0,0,1,0,0,1.3862943611198906,positive
514,9,3,1,0,0,4.804021044733257,negative
515,3,3,1,0,1,3.6375861597263857,positive
516,3,1,1,0,0,3.258096538021482,negative
517,0,0,0,0,0,1.6094379124341003,negative
518,0,1,0,0,0,2.1972245773362196,positive
519,2,2,0,0,0,3.1780538303479458,positive
520,4,0,0,0,0,3.6888794541139363,positive
521,2,2,1,0,0,3.6635616461296463,negative
522,2,0,1,0,0,2.995732273553991,negative
523,1,0,0,0,0,2.302585092994046,positive
524,4,2,1,0,0,3.6109179126442243,positive
525,2,0,1,0,0,2.995732273553991,negative
526,0,0,1,0,0,2.3978952727983707,negative
527,1,0,0,0,0,1.791759469228055,positive
528,1,1,1,0,0,3.1354942159291497,positive
529,2,0,0,0,0,2.772588722239781,negative
530,1,1,0,0,0,3.091042453358316,positive
531,1,0,0,0,0,2.4849066497880004,positive
532,0,1,0,0,0,2.3978952727983707,positive
533,0,1,1,0,0,2.772588722239781,negative
534,0,0,0,0,1,1.0986122886681098,positive
535,1,0,1,0,0,1.3862943611198906,negative
536,0,0,0,1,0,2.70805020110221,negative
537,0,1,0,0,0,2.6390573296152584,positive
538,2,1,0,0,0,3.091042453358316,negative
539,0,1,0,0,0,2.1972245773362196,negative
540,1,1,0,0,0,3.091042453358316,negative
541,1,3,0,0,0,2.995732273553991,negative
542,2,0,1,0,0,2.3978952727983707,positive
543,1,3,0,0,0,3.1354942159291497,positive
544,1,0,0,0,0,1.0986122886681098,positive
545,1,0,0,0,0,1.0986122886681098,positive
546,3,0,0,0,0,2.3978952727983707,positive
547,1,3,0,0,0,3.1354942159291497,positive
548,2,0,0,0,0,2.4849066497880004,negative
549,0,2,0,0,0,2.0794415416798357,negative
550,2,0,0,0,0,2.3978952727983707,positive
551,1,1,1,0,0,2.4849066497880004,negative
552,1,0,0,0,0,1.9459101490553132,positive
553,2,2,1,0,0,3.1354942159291497,positive
554,5,1,1,0,0,3.9512437185814275,positive
555,3,0,0,0,0,2.302585092994046,positive
556,4,0,1,0,0,3.295836866004329,negative
557,5,2,0,0,0,3.091042453358316,positive
558,0,0,1,0,0,2.302585092994046,negative
559,1,3,0,0,0,3.258096538021482,negative
560,1,1,1,0,0,2.6390573296152584,positive
561,5,5,1,0,0,4.330733340286331,positive
562,1,0,1,0,0,2.6390573296152584,negative
563,1,2,0,0,0,2.6390573296152584,negative
564,3,0,1,0,0,3.1780538303479458,negative
565,1,1,0,0,0,2.4849066497880004,positive
566,1,2,1,0,0,2.9444389791664403,negative
567,7,13,1,0,0,4.897839799950911,negative
568,4,4,1,0,0,3.970291913552122,negative
569,3,1,1,0,1,3.871201010907891,negative
570,1,2,1,0,0,2.8903717578961645,negative
571,4,3,0,0,0,3.2188758248682006,negative
572,1,1,1,0,0,2.772588722239781,negative
573,0,2,1,0,0,2.3978952727983707,negative
574,2,1,1,0,0,2.8903717578961645,negative
575,0,1,0,0,0,2.70805020110221,negative
576,2,0,1,0,0,3.5263605246161616,negative
577,6,2,0,0,0,3.7376696182833684,positive
578,3,2,0,0,0,3.1354942159291497,positive
579,1,0,0,0,0,2.772588722239781,positive
580,2,1,1,0,0,2.6390573296152584,negative
581,0,1,0,0,0,2.5649493574615367,negative
582,0,1,0,0,0,3.1780538303479458,positive
583,3,2,0,0,0,2.833213344056216,positive
584,4,2,0,0,0,3.2188758248682006,positive
585,3,1,0,0,0,3.6888794541139363,positive
586,0,1,1,0,0,3.258096538021482,negative
587,2,0,0,0,0,3.091042453358316,negative
588,3,0,0,0,0,2.4849066497880004,positive
589,4,2,1,0,0,3.58351893845611,positive
